jurisdiction_com_code,jurisdiction_com_name,subjurisdiction_name,subjurisdiction_code
ND,North Dakota,Wells,103
ND,North Dakota,Williams,105
NE,Nebraska,Adams,001
NE,Nebraska,Antelope,003
NE,Nebraska,Arthur,005
NE,Nebraska,Banner,007
NE,Nebraska,Blaine,009
NE,Nebraska,Boone,011
NE,Nebraska,Box Butte,013
NE,Nebraska,Boyd,015
NE,Nebraska,Brown,017
NE,Nebraska,Buffalo,019
NE,Nebraska,Burt,021
NE,Nebraska,Butler,023
NE,Nebraska,Cass,025
NE,Nebraska,Cedar,027
NE,Nebraska,Chase,029
NE,Nebraska,Cherry,031
NE,Nebraska,Cheyenne,033
NE,Nebraska,Clay,035
NE,Nebraska,Colfax,037
NE,Nebraska,Cuming,039
NE,Nebraska,Custer,041
NE,Nebraska,Dakota,043
NE,Nebraska,Dawes,045
NE,Nebraska,Dawson,047
NE,Nebraska,Deuel,049
NE,Nebraska,Dixon,051
NE,Nebraska,Dodge,053
NE,Nebraska,Douglas,055
NE,Nebraska,Dundy,057
NE,Nebraska,Fillmore,059
NE,Nebraska,Franklin,061
NE,Nebraska,Frontier,063
NE,Nebraska,Furnas,065
NE,Nebraska,Gage,067
NE,Nebraska,Garden,069
NE,Nebraska,Garfield,071
NE,Nebraska,Gosper,073
NE,Nebraska,Grant,075
NE,Nebraska,Greeley,077
NE,Nebraska,Hall,079
NE,Nebraska,Hamilton,081
NE,Nebraska,Harlan,083
NE,Nebraska,Hayes,085
NE,Nebraska,Hitchcock,087
NE,Nebraska,Holt,089
NE,Nebraska,Hooker,091
NE,Nebraska,Howard,093
NE,Nebraska,Jefferson,095
NE,Nebraska,Johnson,097
NE,Nebraska,Kearney,099
NE,Nebraska,Keith,101
NE,Nebraska,Keya Paha,103
NE,Nebraska,Kimball,105
NE,Nebraska,Knox,107
NE,Nebraska,Lancaster,109
NE,Nebraska,Lincoln,111
NE,Nebraska,Logan,113
NE,Nebraska,Loup,115
NE,Nebraska,McPherson,117
NE,Nebraska,Madison,119
NE,Nebraska,Merrick,121
NE,Nebraska,Morrill,123
NE,Nebraska,Nance,125
NE,Nebraska,Nemaha,127
NE,Nebraska,Nuckolls,129
NE,Nebraska,Otoe,131
NE,Nebraska,Pawnee,133
NE,Nebraska,Perkins,135
NE,Nebraska,Phelps,137
NE,Nebraska,Pierce,139
NE,Nebraska,Platte,141
NE,Nebraska,Polk,143
NE,Nebraska,Red Willow,145
NE,Nebraska,Richardson,147
NE,Nebraska,Rock,149
NE,Nebraska,Saline,151
NE,Nebraska,Sarpy,153
NE,Nebraska,Saunders,155
NE,Nebraska,Scotts Bluff,157
NE,Nebraska,Seward,159
NE,Nebraska,Sheridan,161
NE,Nebraska,Sherman,163
NE,Nebraska,Sioux,165
NE,Nebraska,Stanton,167
NE,Nebraska,Thayer,169
NE,Nebraska,Thomas,171
NE,Nebraska,Thurston,173
NE,Nebraska,Valley,175
NE,Nebraska,Washington,177
NE,Nebraska,Wayne,179
NE,Nebraska,Webster,181
NE,Nebraska,Wheeler,183
NE,Nebraska,York,185
NH,New Hampshire,Belknap,001
NH,New Hampshire,Carroll,003
NH,New Hampshire,Cheshire,005
NH,New Hampshire,Coos,007
NH,New Hampshire,Grafton,009
NH,New Hampshire,Hillsborough,011
NH,New Hampshire,Merrimack,013
NH,New Hampshire,Rockingham,015
NH,New Hampshire,Strafford,017
NH,New Hampshire,Sullivan,019
NJ,New Jersey,Atlantic,001
NJ,New Jersey,Bergen,003
NJ,New Jersey,Burlington,005
NJ,New Jersey,Camden,007
NJ,New Jersey,Cape May,009
NJ,New Jersey,Cumberland,011
NJ,New Jersey,Essex,013
NJ,New Jersey,Gloucester,015
NJ,New Jersey,Hudson,017
NJ,New Jersey,Hunterdon,019
NJ,New Jersey,Mercer,021
NJ,New Jersey,Middlesex,023
NJ,New Jersey,Monmouth,025
NJ,New Jersey,Morris,027
NJ,New Jersey,Ocean,029
NJ,New Jersey,Passaic,031
NJ,New Jersey,Salem,033
NJ,New Jersey,Somerset,035
NJ,New Jersey,Sussex,037
NJ,New Jersey,Union,039
NJ,New Jersey,Warren,041
NM,New Mexico,Bernalillo,001
NM,New Mexico,Catron,003
NM,New Mexico,Chaves,005
NM,New Mexico,Cibola,006
NM,New Mexico,Colfax,007
NM,New Mexico,Curry,009
NM,New Mexico,De Baca,011
NM,New Mexico,Dona Ana,013
NM,New Mexico,Eddy,015
NM,New Mexico,Grant,017
NM,New Mexico,Guadalupe,019
NM,New Mexico,Harding,021
NM,New Mexico,Hidalgo,023
NM,New Mexico,Lea,025
NM,New Mexico,Lincoln,027
NM,New Mexico,Los Alamos,028
NM,New Mexico,Luna,029
NM,New Mexico,McKinley,031
NM,New Mexico,Mora,033
NM,New Mexico,Otero,035
NM,New Mexico,Quay,037
NM,New Mexico,Rio Arriba,039
NM,New Mexico,Roosevelt,041
NM,New Mexico,Sandoval,043
NM,New Mexico,San Juan,045
NM,New Mexico,San Miguel,047
NM,New Mexico,Santa Fe,049
NM,New Mexico,Sierra,051
NM,New Mexico,Socorro,053
NM,New Mexico,Taos,055
NM,New Mexico,Torrance,057
NM,New Mexico,Union,059
NM,New Mexico,Valencia,061
NV,Nevada,Churchill,001
NV,Nevada,Clark,003
NV,Nevada,Douglas,005
NV,Nevada,Elko,007
NV,Nevada,Esmeralda,009
NV,Nevada,Eureka,011
NV,Nevada,Humboldt,013
NV,Nevada,Lander,015
NV,Nevada,Lincoln,017
NV,Nevada,Lyon,019
NV,Nevada,Mineral,021
NV,Nevada,Nye,023
NV,Nevada,Pershing,027
NV,Nevada,Storey,029
NV,Nevada,Washoe,031
NV,Nevada,White Pine,033
NV,Nevada,Carson City,510
NY,New York,Albany,001
NY,New York,Allegany,003
NY,New York,Broome,007
NY,New York,Cattaraugus,009
NY,New York,Cayuga,011
NY,New York,Chautauqua,013
NY,New York,Chemung,015
NY,New York,Chenango,017
NY,New York,Clinton,019
NY,New York,Columbia,021
NY,New York,Cortland,023
NY,New York,Delaware,025
NY,New York,Dutchess,027
NY,New York,Erie,029
NY,New York,Essex,031
NY,New York,Franklin,033
NY,New York,Fulton,035
NY,New York,Genesee,037
NY,New York,Greene,039
NY,New York,Hamilton,041
NY,New York,Herkimer,043
NY,New York,Jefferson,045
NY,New York,Lewis,049
NY,New York,Livingston,051
NY,New York,Madison,053
NY,New York,Monroe,055
NY,New York,Montgomery,057
NY,New York,Nassau,059
NY,New York,Niagara,063
NY,New York,Oneida,065
NY,New York,Onondaga,067
NY,New York,Ontario,069
NY,New York,Orange,071
NY,New York,Orleans,073
NY,New York,Oswego,075
NY,New York,Otsego,077
NY,New York,Putnam,079
NY,New York,Rensselaer,083
NY,New York,Rockland,087
NY,New York,St. Lawrence,089
NY,New York,Saratoga,091
NY,New York,Schenectady,093
NY,New York,Schoharie,095
NY,New York,Schuyler,097
NY,New York,Seneca,099
NY,New York,Steuben,101
NY,New York,Suffolk,103
NY,New York,Sullivan,105
NY,New York,Tioga,107
NY,New York,Tompkins,109
NY,New York,Ulster,111
NY,New York,Warren,113
NY,New York,Washington,115
NY,New York,Wayne,117
NY,New York,Westchester,119
NY,New York,Wyoming,121
NY,New York,Yates,123
NYC,New York City,Bronx,005
NYC,New York City,Kings,047
NYC,New York City,New York,061
NYC,New York City,Queens,081
NYC,New York City,Richmond,085
OH,Ohio,Adams,001
OH,Ohio,Allen,003
OH,Ohio,Ashland,005
OH,Ohio,Ashtabula,007
OH,Ohio,Athens,009
OH,Ohio,Auglaize,011
OH,Ohio,Belmont,013
OH,Ohio,Brown,015
OH,Ohio,Butler,017
OH,Ohio,Carroll,019
OH,Ohio,Champaign,021
OH,Ohio,Clark,023
OH,Ohio,Clermont,025
OH,Ohio,Clinton,027
OH,Ohio,Columbiana,029
OH,Ohio,Coshocton,031
OH,Ohio,Crawford,033
OH,Ohio,Cuyahoga,035
OH,Ohio,Darke,037
OH,Ohio,Defiance,039
OH,Ohio,Delaware,041
OH,Ohio,Erie,043
OH,Ohio,Fairfield,045
OH,Ohio,Fayette,047
OH,Ohio,Franklin,049
OH,Ohio,Fulton,051
OH,Ohio,Gallia,053
OH,Ohio,Geauga,055
OH,Ohio,Greene,057
OH,Ohio,Guernsey,059
OH,Ohio,Hamilton,061
OH,Ohio,Hancock,063
OH,Ohio,Hardin,065
OH,Ohio,Harrison,067
OH,Ohio,Henry,069
OH,Ohio,Highland,071
OH,Ohio,Hocking,073
OH,Ohio,Holmes,075
OH,Ohio,Huron,077
OH,Ohio,Jackson,079
OH,Ohio,Jefferson,081
OH,Ohio,Knox,083
OH,Ohio,Lake,085
OH,Ohio,Lawrence,087
OH,Ohio,Licking,089
OH,Ohio,Logan,091
OH,Ohio,Lorain,093
OH,Ohio,Lucas,095
OH,Ohio,Madison,097
OH,Ohio,Mahoning,099
OH,Ohio,Marion,101
OH,Ohio,Medina,103
OH,Ohio,Meigs,105
OH,Ohio,Mercer,107
OH,Ohio,Miami,109
OH,Ohio,Monroe,111
OH,Ohio,Montgomery,113
OH,Ohio,Morgan,115
OH,Ohio,Morrow,117
OH,Ohio,Muskingum,119
OH,Ohio,Noble,121
OH,Ohio,Ottawa,123
OH,Ohio,Paulding,125
OH,Ohio,Perry,127
OH,Ohio,Pickaway,129
OH,Ohio,Pike,131
OH,Ohio,Portage,133
OH,Ohio,Preble,135
OH,Ohio,Putnam,137
OH,Ohio,Richland,139
OH,Ohio,Ross,141
OH,Ohio,Sandusky,143
OH,Ohio,Scioto,145
OH,Ohio,Seneca,147
OH,Ohio,Shelby,149
OH,Ohio,Stark,151
OH,Ohio,Summit,153
OH,Ohio,Trumbull,155
OH,Ohio,Tuscarawas,157
OH,Ohio,Union,159
OH,Ohio,Van Wert,161
OH,Ohio,Vinton,163
OH,Ohio,Warren,165
OH,Ohio,Washington,167
OH,Ohio,Wayne,169
OH,Ohio,Williams,171
OH,Ohio,Wood,173
OH,Ohio,Wyandot,175
OK,Oklahoma,Adair,001
OK,Oklahoma,Alfalfa,003
OK,Oklahoma,Atoka,005
OK,Oklahoma,Beaver,007
OK,Oklahoma,Beckham,009
OK,Oklahoma,Blaine,011
OK,Oklahoma,Bryan,013
OK,Oklahoma,Caddo,015
OK,Oklahoma,Canadian,017
OK,Oklahoma,Carter,019
OK,Oklahoma,Cherokee,021
OK,Oklahoma,Choctaw,023
OK,Oklahoma,Cimarron,025
OK,Oklahoma,Cleveland,027
OK,Oklahoma,Coal,029
OK,Oklahoma,Comanche,031
OK,Oklahoma,Cotton,033
OK,Oklahoma,Craig,035
OK,Oklahoma,Creek,037
OK,Oklahoma,Custer,039
OK,Oklahoma,Delaware,041
OK,Oklahoma,Dewey,043
OK,Oklahoma,Ellis,045
OK,Oklahoma,Garfield,047
OK,Oklahoma,Garvin,049
OK,Oklahoma,Grady,051
OK,Oklahoma,Grant,053
OK,Oklahoma,Greer,055
OK,Oklahoma,Harmon,057
OK,Oklahoma,Harper,059
OK,Oklahoma,Haskell,061
OK,Oklahoma,Hughes,063
OK,Oklahoma,Jackson,065
OK,Oklahoma,Jefferson,067
OK,Oklahoma,Johnston,069
OK,Oklahoma,Kay,071
OK,Oklahoma,Kingfisher,073
OK,Oklahoma,Kiowa,075
OK,Oklahoma,Latimer,077
OK,Oklahoma,Le Flore,079
OK,Oklahoma,Lincoln,081
OK,Oklahoma,Logan,083
OK,Oklahoma,Love,085
OK,Oklahoma,McClain,087
OK,Oklahoma,McCurtain,089
OK,Oklahoma,McIntosh,091
OK,Oklahoma,Major,093
OK,Oklahoma,Marshall,095
OK,Oklahoma,Mayes,097
OK,Oklahoma,Murray,099
OK,Oklahoma,Muskogee,101
OK,Oklahoma,Noble,103
OK,Oklahoma,Nowata,105
OK,Oklahoma,Okfuskee,107
OK,Oklahoma,Oklahoma,109
OK,Oklahoma,Okmulgee,111
OK,Oklahoma,Osage,113
OK,Oklahoma,Ottawa,115
OK,Oklahoma,Pawnee,117
OK,Oklahoma,Payne,119
OK,Oklahoma,Pittsburg,121
OK,Oklahoma,Pontotoc,123
OK,Oklahoma,Pottawatomie,125
OK,Oklahoma,Pushmataha,127
OK,Oklahoma,Roger Mills,129
OK,Oklahoma,Rogers,131
OK,Oklahoma,Seminole,133
OK,Oklahoma,Sequoyah,135
OK,Oklahoma,Stephens,137
OK,Oklahoma,Texas,139
OK,Oklahoma,Tillman,141
OK,Oklahoma,Tulsa,143
OK,Oklahoma,Wagoner,145
OK,Oklahoma,Washington,147
OK,Oklahoma,Washita,149
OK,Oklahoma,Woods,151
OK,Oklahoma,Woodward,153
OR,Oregon,Baker,001
OR,Oregon,Benton,003
OR,Oregon,Clackamas,005
OR,Oregon,Clatsop,007
OR,Oregon,Columbia,009
OR,Oregon,Coos,011
OR,Oregon,Crook,013
OR,Oregon,Curry,015
OR,Oregon,Deschutes,017
OR,Oregon,Douglas,019
OR,Oregon,Gilliam,021
OR,Oregon,Grant,023
OR,Oregon,Harney,025
OR,Oregon,Hood River,027
OR,Oregon,Jackson,029
OR,Oregon,Jefferson,031
OR,Oregon,Josephine,033
OR,Oregon,Klamath,035
OR,Oregon,Lake,037
OR,Oregon,Lane,039
OR,Oregon,Lincoln,041
OR,Oregon,Linn,043
OR,Oregon,Malheur,045
OR,Oregon,Marion,047
OR,Oregon,Morrow,049
OR,Oregon,Multnomah,051
OR,Oregon,Polk,053
OR,Oregon,Sherman,055
OR,Oregon,Tillamook,057
OR,Oregon,Umatilla,059
OR,Oregon,Union,061
OR,Oregon,Wallowa,063
OR,Oregon,Wasco,065
OR,Oregon,Washington,067
OR,Oregon,Wheeler,069
OR,Oregon,Yamhill,071
PA,Pennsylvania,Adams,001
PA,Pennsylvania,Allegheny,003
PA,Pennsylvania,Armstrong,005
PA,Pennsylvania,Beaver,007
PA,Pennsylvania,Bedford,009
PA,Pennsylvania,Berks,011
PA,Pennsylvania,Blair,013
PA,Pennsylvania,Bradford,015
PA,Pennsylvania,Bucks,017
PA,Pennsylvania,Butler,019
PA,Pennsylvania,Cambria,021
PA,Pennsylvania,Cameron,023
PA,Pennsylvania,Carbon,025
PA,Pennsylvania,Centre,027
PA,Pennsylvania,Chester,029
PA,Pennsylvania,Clarion,031
PA,Pennsylvania,Clearfield,033
PA,Pennsylvania,Clinton,035
PA,Pennsylvania,Columbia,037
PA,Pennsylvania,Crawford,039
PA,Pennsylvania,Cumberland,041
PA,Pennsylvania,Dauphin,043
PA,Pennsylvania,Delaware,045
PA,Pennsylvania,Elk,047
PA,Pennsylvania,Erie,049
PA,Pennsylvania,Fayette,051
PA,Pennsylvania,Forest,053
PA,Pennsylvania,Franklin,055
PA,Pennsylvania,Fulton,057
PA,Pennsylvania,Greene,059
PA,Pennsylvania,Huntingdon,061
PA,Pennsylvania,Indiana,063
PA,Pennsylvania,Jefferson,065
PA,Pennsylvania,Juniata,067
PA,Pennsylvania,Lackawanna,069
PA,Pennsylvania,Lancaster,071
PA,Pennsylvania,Lawrence,073
PA,Pennsylvania,Lebanon,075
PA,Pennsylvania,Lehigh,077
PA,Pennsylvania,Luzerne,079
PA,Pennsylvania,Lycoming,081
PA,Pennsylvania,McKean,083
PA,Pennsylvania,Mercer,085
PA,Pennsylvania,Mifflin,087
PA,Pennsylvania,Monroe,089
PA,Pennsylvania,Montgomery,091
PA,Pennsylvania,Montour,093
PA,Pennsylvania,Northampton,095
PA,Pennsylvania,Northumberland,097
PA,Pennsylvania,Perry,099
PA,Pennsylvania,Pike,103
PA,Pennsylvania,Potter,105
PA,Pennsylvania,Schuylkill,107
PA,Pennsylvania,Snyder,109
PA,Pennsylvania,Somerset,111
PA,Pennsylvania,Sullivan,113
PA,Pennsylvania,Susquehanna,115
PA,Pennsylvania,Tioga,117
PA,Pennsylvania,Union,119
PA,Pennsylvania,Venango,121
PA,Pennsylvania,Warren,123
PA,Pennsylvania,Washington,125
PA,Pennsylvania,Wayne,127
PA,Pennsylvania,Westmoreland,129
PA,Pennsylvania,Wyoming,131
PA,Pennsylvania,York,133
PW,Palau,Palau,030
PHI,Philadelphia,Philadelphia,101
PR,Puerto Rico,Adjuntas,001
PR,Puerto Rico,Aguada,003
PR,Puerto Rico,Aguadilla,005
PR,Puerto Rico,Aguas Buenas,007
PR,Puerto Rico,Aibonito,009
PR,Puerto Rico,Anasco,011
PR,Puerto Rico,Arecibo,013
PR,Puerto Rico,Arroyo,015
PR,Puerto Rico,Barceloneta,017
PR,Puerto Rico,Barranquitas,019
PR,Puerto Rico,Bayamon,021
PR,Puerto Rico,Cabo,023
PR,Puerto Rico,Caguas,025
PR,Puerto Rico,Camuy,027
PR,Puerto Rico,Canovanas,029
PR,Puerto Rico,Carolina,031
PR,Puerto Rico,Catano,033
PR,Puerto Rico,Cayey,035
PR,Puerto Rico,Ceiba,037
PR,Puerto Rico,Ciales,039
PR,Puerto Rico,Cidra,041
PR,Puerto Rico,Coamo,043
PR,Puerto Rico,Comerio,045
PR,Puerto Rico,Corozal,047
PR,Puerto Rico,Culebra,049
PR,Puerto Rico,Dorado,051
PR,Puerto Rico,Fajardo,053
PR,Puerto Rico,Florida,054
PR,Puerto Rico,Guanica,055
PR,Puerto Rico,Guayama,057
PR,Puerto Rico,Guayanilla,059
PR,Puerto Rico,Guaynabo,061
PR,Puerto Rico,Gurabo,063
PR,Puerto Rico,Hatillo,065
PR,Puerto Rico,Hormigueros,067
PR,Puerto Rico,Humacao,069
PR,Puerto Rico,Isabela,071
PR,Puerto Rico,Jayuya,073
PR,Puerto Rico,Juana,075
PR,Puerto Rico,Juncos,077
PR,Puerto Rico,Lajas,079
PR,Puerto Rico,Lares,081
PR,Puerto Rico,Las Marias,083
PR,Puerto Rico,Las,085
PR,Puerto Rico,Loiza,087
PR,Puerto Rico,Luquillo,089
PR,Puerto Rico,Manati,091
PR,Puerto Rico,Maricao,093
PR,Puerto Rico,Maunabo,095
PR,Puerto Rico,Mayaguez,097
PR,Puerto Rico,Moca,099
PR,Puerto Rico,Morovis,101
PR,Puerto Rico,Naguabo,103
PR,Puerto Rico,Naranjito,105
PR,Puerto Rico,Orocovis,107
PR,Puerto Rico,Patillas,109
PR,Puerto Rico,Penuelas,111
PR,Puerto Rico,Ponce,113
PR,Puerto Rico,Quebradillas,115
PR,Puerto Rico,Rincon,117
PR,Puerto Rico,Rio Grande,119
PR,Puerto Rico,Sabana Grande,121
PR,Puerto Rico,Salinas,123
PR,Puerto Rico,San German,125
PR,Puerto Rico,San Juan,127
PR,Puerto Rico,San Lorenzo,129
PR,Puerto Rico,San Sabastian,131
PR,Puerto Rico,Santa,133
PR,Puerto Rico,Toa Alta,135
PR,Puerto Rico,Toa Baja,137
PR,Puerto Rico,Trujillo,139
PR,Puerto Rico,Utuado,141
PR,Puerto Rico,Vega Alta,143
PR,Puerto Rico,Vega Baja,145
PR,Puerto Rico,Vieques,147
PR,Puerto Rico,Villalba,149
PR,Puerto Rico,Yabucoa,151
PR,Puerto Rico,Yauco,153
RI,Rhode Island,Bristol,001
RI,Rhode Island,Kent,003
RI,Rhode Island,Newport,005
RI,Rhode Island,Providence,007
RI,Rhode Island,Washington,009
SC,South Carolina,Abbeville,001
SC,South Carolina,Aiken,003
SC,South Carolina,Allendale,005
SC,South Carolina,Anderson,007
SC,South Carolina,Bamberg,009
SC,South Carolina,Barnwell,011
SC,South Carolina,Beaufort,013
SC,South Carolina,Berkeley,015
SC,South Carolina,Calhoun,017
SC,South Carolina,Charleston,019
SC,South Carolina,Cherokee,021
SC,South Carolina,Chester,023
SC,South Carolina,Chesterfield,025
SC,South Carolina,Clarendon,027
SC,South Carolina,Colleton,029
SC,South Carolina,Darlington,031
SC,South Carolina,Dillon,033
SC,South Carolina,Dorchester,035
SC,South Carolina,Edgefield,037
SC,South Carolina,Fairfield,039
SC,South Carolina,Florence,041
SC,South Carolina,Georgetown,043
SC,South Carolina,Greenville,045
SC,South Carolina,Greenwood,047
SC,South Carolina,Hampton,049
SC,South Carolina,Horry,051
SC,South Carolina,Jasper,053
SC,South Carolina,Kershaw,055
SC,South Carolina,Lancaster,057
SC,South Carolina,Laurens,059
SC,South Carolina,Lee,061
SC,South Carolina,Lexington,063
SC,South Carolina,McCormick,065
SC,South Carolina,Marion,067
SC,South Carolina,Marlboro,069
SC,South Carolina,Newberry,071
SC,South Carolina,Oconee,073
SC,South Carolina,Orangeburg,075
SC,South Carolina,Pickens,077
SC,South Carolina,Richland,079
SC,South Carolina,Saluda,081
SC,South Carolina,Spartanburg,083
SC,South Carolina,Sumter,085
SC,South Carolina,Union,087
SC,South Carolina,Williamsburg,089
SC,South Carolina,York,091
SD,South Dakota,Aurora,003
SD,South Dakota,Beadle,005
SD,South Dakota,Bennett,007
SD,South Dakota,Bon Homme,009
SD,South Dakota,Brookings,011
SD,South Dakota,Brown,013
SD,South Dakota,Brule,015
SD,South Dakota,Buffalo,017
SD,South Dakota,Butte,019
SD,South Dakota,Campbell,021
SD,South Dakota,Charles Mix,023
SD,South Dakota,Clark,025
SD,South Dakota,Clay,027
SD,South Dakota,Codington,029
SD,South Dakota,Corson,031
SD,South Dakota,Custer,033
SD,South Dakota,Davison,035
SD,South Dakota,Day,037
SD,South Dakota,Deuel,039
SD,South Dakota,Dewey,041
SD,South Dakota,Douglas,043
SD,South Dakota,Edmunds,045
SD,South Dakota,Fall River,047
SD,South Dakota,Faulk,049
SD,South Dakota,Grant,051
SD,South Dakota,Gregory,053
SD,South Dakota,Haakon,055
SD,South Dakota,Hamlin,057
SD,South Dakota,Hand,059
SD,South Dakota,Hanson,061
SD,South Dakota,Harding,063
SD,South Dakota,Hughes,065
SD,South Dakota,Hutchinson,067
SD,South Dakota,Hyde,069
SD,South Dakota,Jackson,071
SD,South Dakota,Jerauld,073
SD,South Dakota,Jones,075
SD,South Dakota,Kingsbury,077
SD,South Dakota,Lake,079
SD,South Dakota,Lawrence,081
SD,South Dakota,Lincoln,083
SD,South Dakota,Lyman,085
SD,South Dakota,McCook,087
SD,South Dakota,McPherson,089
SD,South Dakota,Marshall,091
SD,South Dakota,Meade,093
SD,South Dakota,Mellette,095
SD,South Dakota,Miner,097
SD,South Dakota,Minnehaha,099
SD,South Dakota,Moody,101
SD,South Dakota,Oglala Lakota,102
SD,South Dakota,Pennington,103
SD,South Dakota,Perkins,105
SD,South Dakota,Potter,107
SD,South Dakota,Roberts,109
SD,South Dakota,Sanborn,111
SD,South Dakota,Spink,115
SD,South Dakota,Stanley,117
SD,South Dakota,Sully,119
SD,South Dakota,Todd,121
SD,South Dakota,Tripp,123
SD,South Dakota,Turner,125
SD,South Dakota,Union,127
SD,South Dakota,Walworth,129
SD,South Dakota,Yankton,135
SD,South Dakota,Ziebach,137
TN,Tennessee,Anderson,001
TN,Tennessee,Bedford,003
TN,Tennessee,Benton,005
TN,Tennessee,Bledsoe,007
TN,Tennessee,Blount,009
TN,Tennessee,Bradley,011
TN,Tennessee,Campbell,013
TN,Tennessee,Cannon,015
TN,Tennessee,Carroll,017
TN,Tennessee,Carter,019
TN,Tennessee,Cheatham,021
TN,Tennessee,Chester,023
TN,Tennessee,Claiborne,025
TN,Tennessee,Clay,027
TN,Tennessee,Cocke,029
TN,Tennessee,Coffee,031
TN,Tennessee,Crockett,033
TN,Tennessee,Cumberland,035
TN,Tennessee,Davidson,037
TN,Tennessee,Decatur,039
TN,Tennessee,DeKalb,041
TN,Tennessee,Dickson,043
TN,Tennessee,Dyer,045
TN,Tennessee,Fayette,047
TN,Tennessee,Fentress,049
TN,Tennessee,Franklin,051
TN,Tennessee,Gibson,053
TN,Tennessee,Giles,055
TN,Tennessee,Grainger,057
TN,Tennessee,Greene,059
TN,Tennessee,Grundy,061
TN,Tennessee,Hamblen,063
TN,Tennessee,Hamilton,065
TN,Tennessee,Hancock,067
TN,Tennessee,Hardeman,069
TN,Tennessee,Hardin,071
TN,Tennessee,Hawkins,073
TN,Tennessee,Haywood,075
TN,Tennessee,Henderson,077
TN,Tennessee,Henry,079
TN,Tennessee,Hickman,081
TN,Tennessee,Houston,083
TN,Tennessee,Humphreys,085
TN,Tennessee,Jackson,087
TN,Tennessee,Jefferson,089
TN,Tennessee,Johnson,091
TN,Tennessee,Knox,093
TN,Tennessee,Lake,095
TN,Tennessee,Lauderdale,097
TN,Tennessee,Lawrence,099
TN,Tennessee,Lewis,101
TN,Tennessee,Lincoln,103
TN,Tennessee,Loudon,105
TN,Tennessee,McMinn,107
TN,Tennessee,McNairy,109
TN,Tennessee,Macon,111
TN,Tennessee,Madison,113
TN,Tennessee,Marion,115
TN,Tennessee,Marshall,117
TN,Tennessee,Maury,119
TN,Tennessee,Meigs,121
TN,Tennessee,Monroe,123
TN,Tennessee,Montgomery,125
TN,Tennessee,Moore,127
TN,Tennessee,Morgan,129
TN,Tennessee,Obion,131
TN,Tennessee,Overton,133
TN,Tennessee,Perry,135
TN,Tennessee,Pickett,137
TN,Tennessee,Polk,139
TN,Tennessee,Putnam,141
TN,Tennessee,Rhea,143
TN,Tennessee,Roane,145
TN,Tennessee,Robertson,147
TN,Tennessee,Rutherford,149
TN,Tennessee,Scott,151
TN,Tennessee,Sequatchie,153
TN,Tennessee,Sevier,155
TN,Tennessee,Shelby,157
TN,Tennessee,Smith,159
TN,Tennessee,Stewart,161
TN,Tennessee,Sullivan,163
TN,Tennessee,Sumner,165
TN,Tennessee,Tipton,167
TN,Tennessee,Trousdale,169
TN,Tennessee,Unicoi,171
TN,Tennessee,Union,173
TN,Tennessee,Van Buren,175
TN,Tennessee,Warren,177
TN,Tennessee,Washington,179
TN,Tennessee,Wayne,181
TN,Tennessee,Weakley,183
TN,Tennessee,White,185
TN,Tennessee,Williamson,187
TN,Tennessee,Wilson,189
TX,Texas,Anderson,001
TX,Texas,Andrews,003
TX,Texas,Angelina,005
TX,Texas,Aransas,007
TX,Texas,Archer,009
TX,Texas,Armstrong,011
TX,Texas,Atascosa,013
TX,Texas,Austin,015
TX,Texas,Bailey,017
TX,Texas,Bandera,019
TX,Texas,Bastrop,021
TX,Texas,Baylor,023
TX,Texas,Bee,025
TX,Texas,Bell,027
TX,Texas,Bexar,029
TX,Texas,Blanco,031
TX,Texas,Borden,033
TX,Texas,Bosque,035
TX,Texas,Bowie,037
TX,Texas,Brazoria,039
TX,Texas,Brazos,041
TX,Texas,Brewster,043
TX,Texas,Briscoe,045
TX,Texas,Brooks,047
TX,Texas,Brown,049
TX,Texas,Burleson,051
TX,Texas,Burnet,053
TX,Texas,Caldwell,055
TX,Texas,Calhoun,057
TX,Texas,Callahan,059
TX,Texas,Cameron,061
TX,Texas,Camp,063
TX,Texas,Carson,065
TX,Texas,Cass,067
TX,Texas,Castro,069
TX,Texas,Chambers,071
TX,Texas,Cherokee,073
TX,Texas,Childress,075
TX,Texas,Clay,077
TX,Texas,Cochran,079
TX,Texas,Coke,081
TX,Texas,Coleman,083
TX,Texas,Collin,085
TX,Texas,Collingsworth,087
TX,Texas,Colorado,089
TX,Texas,Comal,091
TX,Texas,Comanche,093
TX,Texas,Concho,095
TX,Texas,Cooke,097
TX,Texas,Coryell,099
TX,Texas,Cottle,101
TX,Texas,Crane,103
TX,Texas,Crockett,105
TX,Texas,Crosby,107
TX,Texas,Culberson,109
TX,Texas,Dallam,111
TX,Texas,Dallas,113
TX,Texas,Dawson,115
TX,Texas,Deaf Smith,117
TX,Texas,Delta,119
TX,Texas,Denton,121
TX,Texas,DeWitt,123
TX,Texas,Dickens,125
TX,Texas,Dimmit,127
TX,Texas,Donley,129
TX,Texas,Duval,131
TX,Texas,Eastland,133
TX,Texas,Ector,135
TX,Texas,Edwards,137
TX,Texas,Ellis,139
TX,Texas,El Paso,141
TX,Texas,Erath,143
TX,Texas,Falls,145
TX,Texas,Fannin,147
TX,Texas,Fayette,149
TX,Texas,Fisher,151
